Open_time,Symbol,Open,High,Low,Close
1643587200000,XRPUSDT,0.60120000,0.62420000,0.58030000,0.61740000
1643673600000,XRPUSDT,0.61740000,0.63080000,0.61070000,0.62840000
1643760000000,XRPUSDT,0.62840000,0.63140000,0.59550000,0.60060000
1643846400000,XRPUSDT,0.60060000,0.61160000,0.58860000,0.61020000
1643932800000,XRPUSDT,0.61010000,0.65890000,0.60440000,0.65550000
1644019200000,XRPUSDT,0.65570000,0.68690000,0.65000000,0.66560000
1644105600000,XRPUSDT,0.66560000,0.68800000,0.65890000,0.68250000
1644192000000,XRPUSDT,0.68250000,0.83900000,0.67120000,0.83140000
1644278400000,XRPUSDT,0.83140000,0.91420000,0.80340000,0.87630000
1644364800000,XRPUSDT,0.87630000,0.91680000,0.84130000,0.86970000
1644451200000,XRPUSDT,0.86990000,0.89750000,0.82100000,0.82530000
1644537600000,XRPUSDT,0.82530000,0.83390000,0.75000000,0.75910000
1644624000000,XRPUSDT,0.75900000,0.85320000,0.74650000,0.82230000
1644710400000,XRPUSDT,0.82230000,0.84760000,0.79200000,0.80570000
1644796800000,XRPUSDT,0.80570000,0.81270000,0.77910000,0.80120000
1644883200000,XRPUSDT,0.80120000,0.85990000,0.79610000,0.85150000
1644969600000,XRPUSDT,0.85140000,0.85320000,0.80860000,0.83660000
1645056000000,XRPUSDT,0.83670000,0.84480000,0.75350000,0.76900000
1645142400000,XRPUSDT,0.76890000,0.80550000,0.75600000,0.78400000
1645228800000,XRPUSDT,0.78410000,0.85470000,0.76960000,0.82150000
1645315200000,XRPUSDT,0.82150000,0.82340000,0.76430000,0.77690000
